dataset,signature_id,signature_name,contrast,endpoint,endpoint_definition,analysis_role,contrast_role,independence_status,favorable_group,adverse_group,favorable_n,adverse_n,patient_n,observation_n,interaction_beta_adverse_minus_favorable,interaction_se,ci95_lower,ci95_upper,p_value,mixedlm_converged,mixedlm_method,mixedlm_warning,primary_inference_method,primary_adjustment,paired_change_hc3_beta,paired_change_hc3_se,paired_change_hc3_ci95_lower,paired_change_hc3_ci95_upper,paired_change_hc3_p,primary_beta_adverse_minus_favorable,primary_se_hc3,primary_ci95_lower,primary_ci95_upper,primary_p_value,bootstrap_se,bootstrap_ci95_lower,bootstrap_ci95_upper,bootstrap_replicates,seed,ancova_adverse_beta,ancova_adverse_se_hc3,ancova_adverse_p_hc3,source_provenance,holm_adjusted_p_primary_four
GSE110487,SIG033,Lin seven-gene mortality score,T48,source-defined organ-function course group,Non-response was defined by source investigators as SOFA(T1)-SOFA(T2)<5 together with SOFA(T2)>8; all other patients were responders.,primary clinical-course anchor,primary within-endpoint contrast,PRIMARY_INDEPENDENT,R,NR,17,14,31,62,0.0645709869813759,0.3629996018266789,-0.6468951590012948,0.7760371329640467,0.8588158813873696,True,lbfgs,Random effects covariance is singular,paired-change contrast with HC3 covariance,none,0.0645709869813731,0.3797702792999342,-0.6797650828452151,0.8089070568079615,0.8649893466418969,0.0645709869813731,0.3797702792999342,-0.6797650828452151,0.8089070568079615,0.8649893466418969,0.3537538816285144,-0.6886495654622259,0.7236065857302448,2000,4181822469,0.1394205523667305,0.3100957418466489,0.6529953836902986,"GEO GSE110487; Barcella et al., Crit Care 2018, doi:10.1186/s13054-018-2242-3",
GSE110487,SIG034,Severe-or-Mild score,T48,source-defined organ-function course group,Non-response was defined by source investigators as SOFA(T1)-SOFA(T2)<5 together with SOFA(T2)>8; all other patients were responders.,primary clinical-course anchor,primary within-endpoint contrast,PRIMARY_INDEPENDENT,R,NR,17,14,31,62,0.3395335152146605,0.3025645938570461,-0.2534821917421386,0.9325492221714596,0.2617836956629467,True,lbfgs,,paired-change contrast with HC3 covariance,none,0.3395335152146656,0.2943116906739856,-0.237306798735439,0.9163738291647704,0.248642529335992,0.3395335152146656,0.2943116906739856,-0.237306798735439,0.9163738291647704,0.248642529335992,0.2790551091361562,-0.1758701540130948,0.8920104307333034,2000,1410341576,0.4427488330129727,0.3212810740841297,0.1681806936674658,"GEO GSE110487; Barcella et al., Crit Care 2018, doi:10.1186/s13054-018-2242-3",
GSE57065,SIG001,Sepsis MetaScore,T24,baseline SAPS II severity category,Source-deposited SAPSII-High or SAPSII-Low category at septic-shock onset; treated as severity-stratified trajectory context.,secondary severity context,primary within-endpoint contrast,PRIMARY_INDEPENDENT,SAPSII-Low,SAPSII-High,14,14,28,56,0.7495722976630205,0.2605558598172185,0.2388921964604051,1.2602523988656358,0.0040170471951423,True,lbfgs,,paired-change contrast with HC3 covariance,none,0.7495722976630205,0.2703941172688308,0.2196095661846121,1.279535029141429,0.0055687846363822,0.7495722976630205,0.2703941172688308,0.2196095661846121,1.279535029141429,0.0055687846363822,0.2554213723572557,0.2266616395841791,1.26120192100996,2000,3985086061,0.72339172239163,0.2719838254499561,0.0078213403046769,"GEO GSE57065; Cazalis et al., Intensive Care Med Exp 2014, doi:10.1186/s40635-014-0020-3",0.0167063539091467
GSE57065,SIG002,SeptiCyte LAB,T24,baseline SAPS II severity category,Source-deposited SAPSII-High or SAPSII-Low category at septic-shock onset; treated as severity-stratified trajectory context.,secondary severity context,primary within-endpoint contrast,PRIMARY_INDEPENDENT,SAPSII-Low,SAPSII-High,14,14,28,56,0.7942579624500489,0.3422715428414509,0.1234180655478468,1.4650978593522508,0.0203111854374671,True,lbfgs,,paired-change contrast with HC3 covariance,none,0.7942579624500485,0.355194117370196,0.0980902848839715,1.4904256400161255,0.0253436733599927,0.7942579624500485,0.355194117370196,0.0980902848839715,1.4904256400161255,0.0253436733599927,0.3269060694847409,0.1674388394622117,1.439159869015863,2000,3053699340,0.4010054942257111,0.3263379692228896,0.2191451953893527,"GEO GSE57065; Cazalis et al., Intensive Care Med Exp 2014, doi:10.1186/s40635-014-0020-3",0.0342629457209886
GSE57065,SIG003,FAIM3:PLAC8,T24,baseline SAPS II severity category,Source-deposited SAPSII-High or SAPSII-Low category at septic-shock onset; treated as severity-stratified trajectory context.,secondary severity context,primary within-endpoint contrast,PRIMARY_INDEPENDENT,SAPSII-Low,SAPSII-High,14,14,28,56,1.1812075515693217,0.3397006943545849,0.5154064251110864,1.847008678027557,0.0005066780605377,True,lbfgs,,paired-change contrast with HC3 covariance,none,1.18120755156932,0.3525238835728425,0.4902734360763573,1.8721416670622824,0.0008060280941713,1.18120755156932,0.3525238835728425,0.4902734360763573,1.8721416670622824,0.0008060280941713,0.3299467816518897,0.5597614949037215,1.85207695120116,2000,2828711035,1.003589820038792,0.3206865363693564,0.0017510164818477,"GEO GSE57065; Cazalis et al., Intensive Care Med Exp 2014, doi:10.1186/s40635-014-0020-3",0.0032241123766854
GSE57065,SIG004,sNIP,T24,baseline SAPS II severity category,Source-deposited SAPSII-High or SAPSII-Low category at septic-shock onset; treated as severity-stratified trajectory context.,secondary severity context,primary within-endpoint contrast,PRIMARY_INDEPENDENT,SAPSII-Low,SAPSII-High,14,14,28,56,-0.7991798329124828,0.3230435052941557,-1.4323334687286025,-0.1660261970963633,0.0133644198859703,True,lbfgs,,paired-change contrast with HC3 covariance,none,-0.7991798329124832,0.3352441765964699,-1.4562463450683498,-0.1421133207566165,0.0171314728604943,-0.7991798329124832,0.3352441765964699,-1.4562463450683498,-0.1421133207566165,0.0171314728604943,0.3070630796840712,-1.4016848869889018,-0.203424459539563,2000,3041749279,-0.7875416510280634,0.3389768890287513,0.0201635731998553,"GEO GSE57065; Cazalis et al., Intensive Care Med Exp 2014, doi:10.1186/s40635-014-0020-3",0.0342629457209886
GSE57065,SIG022,Bacterial/Viral MetaScore,T24,baseline SAPS II severity category,Source-deposited SAPSII-High or SAPSII-Low category at septic-shock onset; treated as severity-stratified trajectory context.,secondary severity context,primary within-endpoint contrast,PRIMARY_INDEPENDENT,SAPSII-Low,SAPSII-High,14,14,28,56,-0.1953050647636413,0.2114019556096641,-0.6096452840199182,0.2190351544926356,0.3555610487444187,True,lbfgs,,paired-change contrast with HC3 covariance,none,-0.1953050647636411,0.219381884953043,-0.625285658132115,0.2346755286048327,0.373330826194914,-0.1953050647636411,0.219381884953043,-0.625285658132115,0.2346755286048327,0.373330826194914,0.2059712196548014,-0.6018527263343151,0.2060651920255757,2000,3120538728,-0.2319309683930294,0.2105515199812782,0.2706616082105445,"GEO GSE57065; Cazalis et al., Intensive Care Med Exp 2014, doi:10.1186/s40635-014-0020-3",
GSE57065,SIG023,Herberg two-gene DRS,T24,baseline SAPS II severity category,Source-deposited SAPSII-High or SAPSII-Low category at septic-shock onset; treated as severity-stratified trajectory context.,secondary severity context,primary within-endpoint contrast,PRIMARY_INDEPENDENT,SAPSII-Low,SAPSII-High,14,14,28,56,0.0503426207784415,0.2271185806718222,-0.3948016175581848,0.4954868591150679,0.824580229284311,True,lbfgs,,paired-change contrast with HC3 covariance,none,0.0503426207784417,0.2356921644168866,-0.411605532916949,0.5122907744738325,0.8308630546285776,0.0503426207784417,0.2356921644168866,-0.411605532916949,0.5122907744738325,0.8308630546285776,0.2173724895074081,-0.3912421531869454,0.474990394295021,2000,2350899346,0.1732753051856079,0.2072527306827905,0.4031222702253896,"GEO GSE57065; Cazalis et al., Intensive Care Med Exp 2014, doi:10.1186/s40635-014-0020-3",
GSE57065,SIG033,Lin seven-gene mortality score,T24,baseline SAPS II severity category,Source-deposited SAPSII-High or SAPSII-Low category at septic-shock onset; treated as severity-stratified trajectory context.,secondary severity context,primary within-endpoint contrast,PRIMARY_INDEPENDENT,SAPSII-Low,SAPSII-High,14,14,28,56,-0.4906341448102786,0.2410255718369418,-0.963035584963856,-0.018232704656701,0.0417894992669717,True,lbfgs,,paired-change contrast with HC3 covariance,none,-0.4906341448102772,0.2501262096733692,-0.9808725073595947,-0.0003957822609594,0.049815327787456,-0.4906341448102772,0.2501262096733692,-0.9808725073595947,-0.0003957822609594,0.049815327787456,0.2361065286506992,-0.9456422000242688,0.0012242226493975,2000,229193175,-0.2522129016409485,0.2200822133084966,0.2517976239936413,"GEO GSE57065; Cazalis et al., Intensive Care Med Exp 2014, doi:10.1186/s40635-014-0020-3",
GSE57065,SIG034,Severe-or-Mild score,T24,baseline SAPS II severity category,Source-deposited SAPSII-High or SAPSII-Low category at septic-shock onset; treated as severity-stratified trajectory context.,secondary severity context,primary within-endpoint contrast,PRIMARY_INDEPENDENT,SAPSII-Low,SAPSII-High,14,14,28,56,0.2599228844968561,0.2868852278027288,-0.3023618296930614,0.8222075986867736,0.3649268709907927,True,lbfgs,,paired-change contrast with HC3 covariance,none,0.2599228844968568,0.2977189404771219,-0.3235955163537263,0.84344128534744,0.3826369904444422,0.2599228844968568,0.2977189404771219,-0.3235955163537263,0.84344128534744,0.3826369904444422,0.2668151125943083,-0.2645375712023983,0.7928061848825444,2000,2529194755,0.3681904194097227,0.3434758647129717,0.2837405731190052,"GEO GSE57065; Cazalis et al., Intensive Care Med Exp 2014, doi:10.1186/s40635-014-0020-3",
GSE57065,SIG001,Sepsis MetaScore,T48,baseline SAPS II severity category,Source-deposited SAPSII-High or SAPSII-Low category at septic-shock onset; treated as severity-stratified trajectory context.,secondary severity context,primary within-endpoint contrast,PRIMARY_INDEPENDENT,SAPSII-Low,SAPSII-High,14,12,26,52,0.8565710080986534,0.3178278198595914,0.2336399278889699,1.4795020883083367,0.0070371993890154,True,lbfgs,,paired-change contrast with HC3 covariance,none,0.8565710080986528,0.3373275575108428,0.195421144384537,1.5177208718127686,0.0111079105716228,0.8565710080986528,0.3373275575108428,0.195421144384537,1.5177208718127686,0.0111079105716228,0.3072355661561363,0.2692411550706661,1.4573351577422604,2000,419519002,0.8384600468603142,0.3517186350983927,0.0171305222314307,"GEO GSE57065; Cazalis et al., Intensive Care Med Exp 2014, doi:10.1186/s40635-014-0020-3",0.0333237317148684
GSE57065,SIG002,SeptiCyte LAB,T48,baseline SAPS II severity category,Source-deposited SAPSII-High or SAPSII-Low category at septic-shock onset; treated as severity-stratified trajectory context.,secondary severity context,primary within-endpoint contrast,PRIMARY_INDEPENDENT,SAPSII-Low,SAPSII-High,14,12,26,52,0.9828747530112696,0.3793438816421731,0.2393744072369853,1.726375098785554,0.0095701335961075,True,lbfgs,Random effects covariance is singular,paired-change contrast with HC3 covariance,none,0.9828747530112744,0.4060836324656434,0.1869654586674131,1.7787840473551355,0.0155045003112047,0.9828747530112744,0.4060836324656434,0.1869654586674131,1.7787840473551355,0.0155045003112047,0.3674249850319919,0.2768460303635719,1.68641993256706,2000,594624133,0.6073112902848118,0.3389214182000937,0.0731499309479681,"GEO GSE57065; Cazalis et al., Intensive Care Med Exp 2014, doi:10.1186/s40635-014-0020-3",0.0333237317148684
GSE57065,SIG003,FAIM3:PLAC8,T48,baseline SAPS II severity category,Source-deposited SAPSII-High or SAPSII-Low category at septic-shock onset; treated as severity-stratified trajectory context.,secondary severity context,primary within-endpoint contrast,PRIMARY_INDEPENDENT,SAPSII-Low,SAPSII-High,14,12,26,52,1.3822617027467197,0.3802605835234237,0.6369646543006242,2.127558751192815,0.0002779395745582,True,lbfgs,,paired-change contrast with HC3 covariance,none,1.3822617027467183,0.3954974373675141,0.607100969528505,2.1574224359649317,0.0004740700225319,1.3822617027467183,0.3954974373675141,0.607100969528505,2.1574224359649317,0.0004740700225319,0.3572779919959488,0.6779588096962228,2.045576260077163,2000,4116265929,1.1761384643031032,0.3813339878911773,0.0020404964565741,"GEO GSE57065; Cazalis et al., Intensive Care Med Exp 2014, doi:10.1186/s40635-014-0020-3",0.0018962800901277
GSE57065,SIG004,sNIP,T48,baseline SAPS II severity category,Source-deposited SAPSII-High or SAPSII-Low category at septic-shock onset; treated as severity-stratified trajectory context.,secondary severity context,primary within-endpoint contrast,PRIMARY_INDEPENDENT,SAPSII-Low,SAPSII-High,14,12,26,52,-0.7740519778023183,0.4146973861036851,-1.5868439190484422,0.0387399634438057,0.0619649368611929,True,lbfgs,,paired-change contrast with HC3 covariance,none,-0.7740519778023179,0.4285640745535348,-1.6140221289949848,0.065918173390349,0.0708945574347026,-0.7740519778023179,0.4285640745535348,-1.6140221289949848,0.065918173390349,0.0708945574347026,0.3965767355724098,-1.5111822126437149,0.0117323036830315,2000,1305433700,-0.7435466059281828,0.4294117763293212,0.0833542775899786,"GEO GSE57065; Cazalis et al., Intensive Care Med Exp 2014, doi:10.1186/s40635-014-0020-3",0.0708945574347026
GSE57065,SIG022,Bacterial/Viral MetaScore,T48,baseline SAPS II severity category,Source-deposited SAPSII-High or SAPSII-Low category at septic-shock onset; treated as severity-stratified trajectory context.,secondary severity context,primary within-endpoint contrast,PRIMARY_INDEPENDENT,SAPSII-Low,SAPSII-High,14,12,26,52,-0.2177730476942162,0.27752315822375,-0.7617084426885772,0.3261623473001447,0.432628161149523,True,lbfgs,,paired-change contrast with HC3 covariance,none,-0.217773047694215,0.2921710994074505,-0.79041787985629,0.3548717844678599,0.456053296949245,-0.217773047694215,0.2921710994074505,-0.79041787985629,0.3548717844678599,0.456053296949245,0.2678553718197383,-0.7406059888036246,0.299854045240019,2000,1119156703,-0.2420742857482286,0.2613019859292571,0.3542299413098053,"GEO GSE57065; Cazalis et al., Intensive Care Med Exp 2014, doi:10.1186/s40635-014-0020-3",
GSE57065,SIG023,Herberg two-gene DRS,T48,baseline SAPS II severity category,Source-deposited SAPSII-High or SAPSII-Low category at septic-shock onset; treated as severity-stratified trajectory context.,secondary severity context,primary within-endpoint contrast,PRIMARY_INDEPENDENT,SAPSII-Low,SAPSII-High,14,12,26,52,0.0364610533665169,0.2993642176078985,-0.5502820314049757,0.6232041381380096,0.9030614043617072,True,lbfgs,,paired-change contrast with HC3 covariance,none,0.0364610533665172,0.3095651583742681,-0.5702755079154863,0.6431976146485207,0.9062407764242112,0.0364610533665172,0.3095651583742681,-0.5702755079154863,0.6431976146485207,0.9062407764242112,0.2821380266075011,-0.5339147461361674,0.589150447106327,2000,3587490292,0.1924693432931623,0.2330035456693394,0.4087836062095562,"GEO GSE57065; Cazalis et al., Intensive Care Med Exp 2014, doi:10.1186/s40635-014-0020-3",
GSE57065,SIG033,Lin seven-gene mortality score,T48,baseline SAPS II severity category,Source-deposited SAPSII-High or SAPSII-Low category at septic-shock onset; treated as severity-stratified trajectory context.,secondary severity context,primary within-endpoint contrast,PRIMARY_INDEPENDENT,SAPSII-Low,SAPSII-High,14,12,26,52,-0.2429400917363076,0.3077259973584508,-0.846071963665539,0.3601917801929236,0.4298380242959949,True,lbfgs,,paired-change contrast with HC3 covariance,none,-0.2429400917363041,0.3330723249192193,-0.8957498528249968,0.4098696693523884,0.4657622725753343,-0.2429400917363041,0.3330723249192193,-0.8957498528249968,0.4098696693523884,0.4657622725753343,0.3062888284014226,-0.8099621568923258,0.3748284426680397,2000,3274595455,0.144255492885399,0.283687864381569,0.6111022105869135,"GEO GSE57065; Cazalis et al., Intensive Care Med Exp 2014, doi:10.1186/s40635-014-0020-3",
GSE57065,SIG034,Severe-or-Mild score,T48,baseline SAPS II severity category,Source-deposited SAPSII-High or SAPSII-Low category at septic-shock onset; treated as severity-stratified trajectory context.,secondary severity context,primary within-endpoint contrast,PRIMARY_INDEPENDENT,SAPSII-Low,SAPSII-High,14,12,26,52,0.1870199538549076,0.4347940661275937,-0.6651607564469029,1.039200664156718,0.6670977622042455,True,lbfgs,,paired-change contrast with HC3 covariance,none,0.1870199538549059,0.4667891684234253,-0.7278700046284092,1.101909912338221,0.6886764498971574,0.1870199538549059,0.4667891684234253,-0.7278700046284092,1.101909912338221,0.6886764498971574,0.4240950875814933,-0.6536715598715199,1.0116380963319744,2000,2732346878,0.3428944101489916,0.4809127708591721,0.4758411191455857,"GEO GSE57065; Cazalis et al., Intensive Care Med Exp 2014, doi:10.1186/s40635-014-0020-3",
